identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0006606410;COM COM MONT LOZERE;20006912800011;RD 901;48800;SAINT-ANDRE-CAPCEZE;LOZERE;OCCITANIE;775408.000000;6370108.000000;2154;8411Z;Administration publique générale;;
0006408798;ECOCEM FRANCE;50094373300021;Chez ARCELORMITTAL à Fos sur Mer;13270;FOS-SUR-MER;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;854777.000000;6261533.000000;2154;2351Z;Fabrication de ciment;;
0052200116;SCEA DE L ARGOUET;48906392500015;L ARGOUET;22320;LE BODEO;COTES-D'ARMOR;BRETAGNE;260576.000000;6819155.000000;27572;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0010000850;BAUDIN;08578053400013;60 rue de la Brosse;45110;CHATEAUNEUF-SUR-LOIRE;LOIRET;CENTRE;642748.000000;6752269.000000;2154;2511Z;Fabrication de structures métalliques et de parties de structures;;
0005504307;Les Recycleurs Bretons;44489473700048;ZAC de Kerdanvez;29160;CROZON;FINISTERE;BRETAGNE;-4.444450;48.249480;4326;3832Z;Récupération de déchets triés;;
0007004973;ESTERRA;45550145200086;rue de Leers;59051;ROUBAIX;NORD;HAUTS-DE-FRANCE;715007.000000;7065839.000000;2154;3811Z;Collecte des déchets non dangereux;;
0010001580;SHISEIDO;41014005700028;Chemin de la Fontaine;45504;GIEN;LOIRET;CENTRE;673676.000000;6731071.000000;2154;2042Z;Fabrication de parfums et de produits pour la toilette;;
0058501660;INCINERIS;80501895900140;ZA Les Trussots, chemin rural n°33;85570;L'HERMENAULT;VENDEE;PAYS-DE-LA-LOIRE;-0.909835;46.509842;4326;9603Z;Services funéraires;;
0006516078;EFMT;30185248900030;5 CHEMIN DU BAS DES INDES, ZAC DES BOIS ROCHEFORT;95240;CORMEILLES-EN-PARISIS;VAL-D'OISE;ILE-DE-FRANCE;641600.000000;6872726.000000;2154;2562B;Mécanique industrielle;;
0006804066;COVALREC;38412658700037;ZI de Lamothe;32000;AUCH;GERS;OCCITANIE;506973.000000;6291541.000000;2154;3832Z;Récupération de déchets triés;;
0007002326;VERSALIS FRANCE SAS Fortelet;55214685400195;Route du Fortelet, MARDYCK;59279;DUNKERQUE;NORD;HAUTS-DE-FRANCE;647974.000000;7104128.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0005800543;SEALYNX INTERNATIONAL;53248545500010;Usine de Transières;27380;CHARLEVAL;EURE;NORMANDIE;582044.000000;6922635.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0005104186;AUTODICO;31229844100048;ZI des Meuniers-9/11 avenue des Meuniers;60330;LE PLESSIS-BELLEVILLE;OISE;HAUTS-DE-FRANCE;681565.000000;6888967.000000;2154;4511Z;Commerce de voitures et de véhicules automobiles légers;;
0006004480;ISDI CC VENTADOUR EGLETONS MONEDIERES;24190013300075;LES CHAUX;19300;ROSIERS-D'EGLETONS;CORREZE;NOUVELLE-AQUITAINE;626760.680000;6475170.680000;2154;3811Z;Collecte des déchets non dangereux;;
0003302330;GAEC CHAVANOSSE;32771836700011;453 ROUTE DE LA BAISSE;71480;VARENNES-SAINT-SAUVEUR;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;871754.000000;6601733.000000;4326;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006502173;STEN;78498786900012;23, RUE ROBERT SCHUMAN ZI;77330;OZOIR-LA-FERRIERE;SEINE-ET-MARNE;ILE-DE-FRANCE;677058.000000;6851547.000000;2154;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006301150;SIDES;00658019500011;182 rue de Trignac, BP 146;44600;SAINT-NAZAIRE;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;308243.000000;6701353.000000;2154;2910Z;Construction de véhicules automobiles;;
0006603841;VALORIDEC;73476328000014;Moulin de Cassagnes;11700;CASTELNAU-D'AUDE;AUDE;OCCITANIE;673476.000000;6238177.000000;2154;3832Z;Récupération de déchets triés;;
0007209984;SCA PLAINE DES BOUILLEES;42326884600023;Vallée Barbier;79800;PAMPROUX;DEUX-SEVRES;NOUVELLE-AQUITAINE;466620.000000;6596274.000000;2154;0147Z;Élevage de volailles;7.(a).(i);disposant de 40 000 emplacements pour la volaille
0006404035;SOCOPA;50851378500156;ZA la Petite Marine;84800;L'ISLE-SUR-LA-SORGUE;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;862777.000000;6315971.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;;
0005900881;SYDOM du Jura;25390183900022;350 rue René Maire;39000;LONS-LE-SAUNIER;JURA;BOURGOGNE-FRANCHE-COMTE;897183.000000;6623898.000000;2154;4669B;Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0051000230;ARSON (SCEA des);34028667300017;route de Mailly;10700;VILLIERS-HERBISSE;AUBE;GRAND-EST;785139.000000;6840090.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005603246;ISDI ALLIER TP;40009560000013;Les Fours à Chaux;03500;SAULCET;ALLIER;AUVERGNE-RHONE-ALPES;719933.000000;6581984.000000;;4312A;Travaux de terrassement courants et travaux préparatoires;;
0009069901;EDF - CNPE du Blayais;55208131715420;BP 27;33820;SAINT-CIERS-SUR-GIRONDE;GIRONDE;NOUVELLE-AQUITAINE;-0.688592;45.255307;4326;3511Z;Production d'électricité;;
0005700052;GRANULATS GNE Carrière de Pierre Bleuee;41488554100030;GRANULATS NORD EST, Lieudit les Trois Fontaines - BP 34;08600;FOISCHES;ARDENNES;GRAND-EST;828589.000000;7004708.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0010006740;LIDL SNC;34326262204901;ZAC Isoparc;37250;SORIGNY;INDRE-ET-LOIRE;CENTRE;525478.000000;6686981.000000;2154;7010Z;Activités des sièges sociaux;;
0007101932;ALBIOMA SAINT PIERRE;51871466200054;ZI 3 - 13D avenue Charles Isautier, parcelle CS 973;97410;Saint-Pierre;REUNION;REUNION;339287.000000;7641882.000000;4326;3511Z;Production d'électricité;1.(c);Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW
0006605595;SARL ENTREPRISE LOPEZ;47868665200015;Route départementale n° 23;34260;LA TOUR-SUR-ORB;HERAULT;OCCITANIE;711439.000000;6284134.000000;2154;3822Z;Traitement et élimination des déchets dangereux;;
0009069912;EDF - CNPE de Gravelines;55208131721071;BP 149;59820;GRAVELINES;NORD;HAUTS-DE-FRANCE;2.140405;51.013747;27572;3511Z;Production d'électricité;;
0006108193;SUEZ RV DEEE;43402705800057;site de belle étoile, avenue Ramboz;69320;FEYZIN;RHONE;AUVERGNE-RHONE-ALPES;843370.000000;6510748.000000;4326;3832Z;Récupération de déchets triés;;
0003702716;MEAC SAS (usine);77557603600716;lieu-dit Les Terres Rouges;30630;VERFEUIL;GARD;OCCITANIE;814905.000000;6341742.000000;;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0052204800;SCEA DE LA LANDE;38469606800012;LAN THEPOT;22200;POMMERIT-LE-VICOMTE;COTES-D'ARMOR;BRETAGNE;250348.000000;6849447.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0010000059;DEM'S AUTOS CHARTRES (ex BOUTEAU);44900892900019;6, Rue Maurice Viollette;28110;LUCE;EURE-ET-LOIR;CENTRE;586516.000000;6815736.000000;2154;4520A;Entretien et réparation de véhicules automobiles légers;;
0005101291;LAFARGE GRANULATS FRANCE;56211088200015;Les Taillis;60126;LONGUEIL-SAINTE-MARIE;OISE;HAUTS-DE-FRANCE;677289.000000;6914223.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0005401583;BTB Initial Longvic;34323414200804;Boulevard Eiffel;21600;LONGVIC;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE;855688.000000;6688282.000000;27572;9601A;Blanchisserie-teinturerie de gros;;
0057900586;SCEA PROPORCS;49891696400014;Route de Vançais;79120;CHENAY;DEUX-SEVRES;NOUVELLE-AQUITAINE;467433.000000;6584388.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005208455;SCSO UNIKALO;47320192900071;18 rue du Meilleur Ouvrier de France, ZI de l'Hippodrome;33700;MERIGNAC;GIRONDE;NOUVELLE-AQUITAINE;409999.000000;6422075.000000;4326;2030Z;Fabrication de peintures, vernis, encres et mastics;;
0005300098;SOCIETE DES MATERIAUX CAENNAIS;40424180400016;Zone industrielle Caen Canal, Zone Portuaire;14550;BLAINVILLE-SUR-ORNE;CALVADOS;NORMANDIE;460748.000000;6908006.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0006803218;SABLIERES et CARRIERES de la MADELEINE;63165023100071;Clayrou et Maraval, Le Poux, Laluote et Bos de Polzes;46270;CUZAC;LOT;OCCITANIE;630034.000000;6386892.000000;27572;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0007300037;Société CICO CARRIERE;40210427700023;Domaine de Broncole;20290;BORGO;HAUTE-CORSE;CORSE;1233609.000000;6184166.000000;;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0052901684;SCEA KERHERVE;39237978000019;LA VILLENEUVE;29310;LOCUNOLE;FINISTERE;BRETAGNE;215297.000000;6776495.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0022200038;SFC - Fond canonville Car et Itm;32309871500010;Fond Coré et Fond Canonville;97250;Saint-Pierre;MARTINIQUE;MARTINIQUE;693599.000000;1634748.000000;4559;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0056100667;CHARAL;54695037900133;370 rue de l'agriculture;61100;FLERS;ORNE;NORMANDIE;-0.564792;48.740147;4326;1011Z;Transformation et conservation de la viande de boucherie;;
0010000229;SEVIA;77572139200360;Lieu-dit Vérigny;28270;CRUCEY-VILLAGES;EURE-ET-LOIR;CENTRE;557309.000000;6840310.000000;2154;3812Z;Collecte des déchets dangereux;;
0006102480;RODET;44242166500013;Combrune, BP 19;26140;ANNEYRON;DROME;AUVERGNE-RHONE-ALPES;847129.000000;6465541.000000;4326;3101Z;Fabrication de meubles de bureau et de magasin;;
0005701122;CANELIA;43529784100015;RD 978;08150;ROUVROY-SUR-AUDRY;ARDENNES;GRAND-EST;806826.000000;6966330.000000;2154;1051D;Fabrication d'autres produits laitiers;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0006103181;RUBIS TERMINAL;77568640500306;471, route des Sablons;38150;SALAISE-SUR-SANNE;ISERE;AUVERGNE-RHONE-ALPES;839919.000000;6473516.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0006306525;AFM Recyclage;38348263500562;Parc d'activité Les Ajoncs Est;85280;LA FERRIERE;VENDEE;PAYS-DE-LA-LOIRE;366387.000000;6630920.000000;2154;3832Z;Récupération de déchets triés;;
0005800620;SAFRAN AEROSYSTEMS;48260577100047;4, Rue Lesage Maille;76320;CAUDEBEC-LES-ELBEUF;SEINE-MARITIME;NORMANDIE;556351.000000;6911960.000000;2154;3030Z;Construction aéronautique et spatiale;;
0005704684;SUEZ RV Nord Est exSITA NE (déchetterie);84692008000146;chemin du temple;51370;SAINT-BRICE-COURCELLES;MARNE;GRAND-EST;772364.000000;6909426.000000;2154;3811Z;Collecte des déchets non dangereux;;
0052902708;EARL FAGON;44221821000015;Kerdudan;29880;PLOUGUERNEAU;FINISTERE;BRETAGNE;148706.000000;6859324.000000;2154;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0010000980;CIRETEC;33873132600025;1, rue Jean Monnet, ZA;45130;SAINT-AY;LOIRET;CENTRE;556715.000000;2318541.000000;27572;2611Z;Fabrication de composants électroniques;;
0007211732;Les remblais de St Georges les Bx;53464666600014;Les Chauvinières;86130;SAINT-GEORGES-LES-BAILLARGEAUX;VIENNE;NOUVELLE-AQUITAINE;500890.000000;6623864.000000;2154;4312A;Travaux de terrassement courants et travaux préparatoires;;
0006103995;UNIVAR SOLUTIONS;56207142300528;Rue Jacquard, Zone industrielle;69730;GENAY;RHONE;AUVERGNE-RHONE-ALPES;840470.000000;6533978.000000;2154;4675Z;Commerce de gros (commerce interentreprises) de produits chimiques;;
0006102832;BALTHAZARD ET COTTE;33127830900025;Les Thermes;38500;LA BUISSE;ISERE;AUVERGNE-RHONE-ALPES;905601.000000;6473566.000000;2154;2352Z;Fabrication de chaux et plâtre;3.(c).(iii);de clinker (ciment) ou de chaux dans d'autres types de fours d'une capacité de production de 50 tonnes par jour
0010007107;HUTCHINSON;47818948300025;ZAC Arboria 1;45700;PANNES;LOIRET;CENTRE;675037.000000;6768700.000000;2154;2219Z;Fabrication d'autres articles en caoutchouc;;
0006301256;SOA;08548044000107;ZA des Chênes;53940;SAINT-BERTHEVIN;MAYENNE;PAYS-DE-LA-LOIRE;416294.000000;6780243.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0007000482;CANDIA;35201495500178;Route Nationale 43;59400;AWOINGT;NORD;HAUTS-DE-FRANCE;720268.000000;7007179.000000;2154;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle)
0005500741;Groupe Le Floc'h;35242141600012;KERISOLE;29370;ELLIANT;FINISTERE;BRETAGNE;187484.000000;6785417.000000;2154;3831Z;Démantèlement d'épaves;;
0007206042;AFM RECYCLAGE (ex BARTIN RECYCLING);62712016500022;ZI de Longchamps;79140;CERIZAY;DEUX-SEVRES;NOUVELLE-AQUITAINE;420038.000000;6643594.000000;2154;3832Z;Récupération de déchets triés;;
0005902063;GUY DAUPHIN ENVIRONNEMENT (GDE);65382053000349;RTE NATIONALE 73;39700;EVANS;JURA;BOURGOGNE-FRANCHE-COMTE;909577.000000;6677706.000000;2154;3831Z;Démantèlement d'épaves;;
0005304834;TERREAL;56211034600078;4 route de Troarn;14860;BAVENT;CALVADOS;NORMANDIE;465706.000000;6907432.000000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0005515111;AFM RECYCLAGE;32890734000090;Parc d'Activités de Tréhonin;56300;LE SOURN;MORBIHAN;BRETAGNE;254957.000000;6786736.000000;2154;3832Z;Récupération de déchets triés;;
0007201660;FDL;32838559600015;RUE MONTGOLFIER, BP 90022;79230;PRAHECQ;DEUX-SEVRES;NOUVELLE-AQUITAINE;440550.000000;6580114.000000;2154;4634Z;Commerce de gros (commerce interentreprises) de boissons;;
0053502861;SARL SELECT PORC;32334642900018;LES LANDES;35290;SAINT-ONEN-LA-CHAPELLE;ILLE-ET-VILAINE;BRETAGNE;317812.000000;6800769.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005503688;AEROCHEM SAS;47892919300017;ZA Touche Morin;35420;LA BAZOUGE-DU-DESERT;ILLE-ET-VILAINE;BRETAGNE;394127.000000;6825621.000000;2154;4690Z;Commerce de gros (commerce interentreprises) non spécialisé;;
0010004236;SOCCOIM (CDT LORRIS);08688003600255;ZA du Limetin;45260;LORRIS;LOIRET;CENTRE;664879.000000;6753296.000000;4326;3811Z;Collecte des déchets non dangereux;;
0006504559;ITM LOGISTIQUE INTERNATIONALE;51408083700297;6 rue Saint-Eloi;91730;MAUCHAMPS;ESSONNE;ILE-DE-FRANCE;641158.000000;6825931.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0057202349;EARL CHEREAU;41291323800017;LA CHAPELLERIE;72170;VIVOIN;SARTHE;PAYS-DE-LA-LOIRE;488397.000000;6794669.000000;2154;0150Z;Culture et élevage associés;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0051201301;SCEA AIR PORC;34195364400026;LES BARTHES;12260;SALLES-COURBATIES;AVEYRON;OCCITANIE;628432.000000;6376100.000000;4326;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006802451;DALTA;30503386200049;Zone Industrielle;82270;MONTPEZAT-DE-QUERCY;TARN-ET-GARONNE;OCCITANIE;579197.000000;6352218.000000;2154;2041Z;Fabrication de savons, détergents et produits d'entretien;;
0057903131;SAS LOEUL ET PIRIOT;31981571800022;ZI Le Grand Rosé;79100;THOUARS;DEUX-SEVRES;NOUVELLE-AQUITAINE;456824.000000;6659653.000000;27572;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0005800855;EURE METAL;39411649500018;30, Rue du Bois de la Vigne;27220;CHAVIGNY-BAILLEUL;EURE;NORMANDIE;567577.000000;6866178.000000;2154;3832Z;Récupération de déchets triés;;
0052902705;EARL DU KOZKER;40414089900018;Le Cosquer;29880;PLOUGUERNEAU;FINISTERE;BRETAGNE;150190.000000;6857463.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0005101664;PICARDIE LAVAGE CITERNES (PLC);35368779100015;ZI La Brêche;60870;VILLERS-SAINT-PAUL;OISE;HAUTS-DE-FRANCE;664120.000000;6909181.000000;4326;8121Z;Nettoyage courant des bâtiments;;
0010004316;AFM RECYCLAGE Tours;30581623300020;ZI du Menneton, 22-24  avenue Charles Bedaux;37000;TOURS;INDRE-ET-LOIRE;CENTRE;524424.000000;6699872.000000;2154;3831Z;Démantèlement d'épaves;;
0010011539;Déchèterie de Châteaudun;25280212900038;Route de Sancheville;28200;CHATEAUDUN;EURE-ET-LOIR;CENTRE;575740.000000;6776084.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0010002589;SMB - GUILLONVILLE;30189488700035;Le Rondeau;28140;GUILLONVILLE;EURE-ET-LOIR;CENTRE;600950.000000;6775285.000000;4326;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0006114610;ISDI CARRIERE CONC.ROA(ex SMTV) Egassons;40073986800018;Terril les Eygassons;42150;LA RICAMARIE;LOIRE;AUVERGNE-RHONE-ALPES;806192.000000;6480149.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0009075701;HAGANIS -STEP METZ;44078435300029;rue du Trou-aux-Serpents CS 82095;57052;METZ;MOSELLE;GRAND-EST;932801.140000;6898749.503000;27572;3700Z;Collecte et traitement des eaux usées;5.(f);Installations de traitement des eaux urbaines résiduaires d'une capacité de 100 000 équivalents habitants
0006308025;COURANT SA;06320027300025;Les Fours à Chaux;49290;CHALONNES-SUR-LOIRE;MAINE-ET-LOIRE;PAYS-DE-LA-LOIRE;416935.000000;6700297.000000;2154;3811Z;Collecte des déchets non dangereux;;
0006102903;PURFER DERICHEBOURG;33262817100073;Z.I., rue Aristide Bergès;38420;DOMENE;ISERE;AUVERGNE-RHONE-ALPES;921620.000000;6459564.000000;2154;3832Z;Récupération de déchets triés;;
0009000287;AIA de Bretagne - Antenne de Landivisiau;15000028900044;AIA de Bretagne BCRM de Brest-GSBdD BSL-Antenne Landivisiau BP 700 29240 Brest Cedex 9;29400;SAINT-SERVAIS;FINISTERE;BRETAGNE;121114.534400;111996.390400;;3316Z;Réparation et maintenance d'aéronefs et d'engins spatiaux;;
0005102125;NUTRIBIO (ex COFRANLAIT);32692181400025;zone industrielle;80600;DOULLENS;SOMME;HAUTS-DE-FRANCE;651604.000000;7007143.000000;2154;1086Z;Fabrication d'aliments homogénéisés et diététiques;;
0006700588;MTS;44518748700019;7, rue de Dunkerque;67000;STRASBOURG;BAS-RHIN;GRAND-EST;1052702.000000;6842025.000000;2154;3020Z;Construction de locomotives et d'autre matériel ferroviaire roulant;;
